title;type;start;end;row;tooltip;class
"<mark class=""technique"">Invention de l’écriture</mark>";event;-3300;;rowhist2;<img src='https://www.histoire-pour-tous.fr/images/articles/dossiers/image-illustration-debut.gif' width='160'>;bulle
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
Le pape <strong>Grégoire 1er</strong> meurt;event;604;;row12;En simplifiant la représentation dans l'art religieux, il le remet au goût du jour;bulle full
Fondation de l'Empire Ottoman;event;1299;;rowhist1;Par l'empereur Osman</br>Conquête du pourtour méditerrannéen</br>Nord Turquie;bulle
Domination de la royauté;event;1400;;rowhist2;Domination juridique et politique;bulle
"<strong>Guttemberg</strong></br><mark class=""technique"">Invention de l'imprimerie</mark>";event;1440;;row12 / span 2;;trois
"<mark class=""technique"">Grandes découvertes</mark>";event;1492;;rowhist2;;
'Découverte' de l'Amérique;event;1492;;rowhist1;;
Enclosures;event;1500;;rowhist1;Le mouvement des enclosures prend de l'ampleur à partir de ce siècle;transp bulle
<strong>Thomas More</strong></br><em>Utopia</em>;event;1516;;row12;Première utilisation de ce terme;bulle full
Réforme, Martin Luther;event;1517;;row1;;full
Protestantisme;event;1529;;row1;En Europe, à Genève et en Allemagne</br>La Réforme protestante contre le commerce des indulgences : les prêtres et curés en échange d'argent ou de pélerinages, promettent le salut aux chrétiens. Cela leur permet de financer la construction de la basilique Saint-Pierre de Rome.</br>Contre l'autorité du pape et des prêtres, il délivre les chrétiens de l'inquiétude d'après la mort.</br>En plus la Bible était en latin, seuls les prêtres la connaissent, ils s'interposent donc entre Dieu et les fidèles.</br>Les huguenots sont les protestants de France et de Navarre</br>L'Église catholique lance une contre-Réforme qui s'appuie notamment sur l'art baroque.</br><img src='https://www.centreaccueilrome.com/wp-content/uploads/2012/10/Petersdom_von_Engelsburg_gesehen-150x150.jpg' width='160'>;bulle
La Cour se sédentarise à Versailles;event;1682;;rowhist1 / span 2;;
<strong>Leibniz</strong></br><em>Essais de Théodicée</em>;event;1710;;row12 / span 2;"Nous vivons dans ""le meilleur des mondes possibles"", même si on prend en compte les risques d'accident  inhérents à la technique";bulle
La cour à Paris;event;1710;;rowhist1;;
La Cour à Versailles;event;1722;;rowhist1;;
<strong>Abraham Darby III</strong> Pont d'acier;event;1777;;row12;À Coalbdale, Shropshire (Angleterre)</br><img src='https://upload.wikimedia.org/wikipedia/commons/7/78/The_Iron_Bridge_%288542%29.jpg' width='160'>;bulle full
Révolution française;event;1789;;row2;;full
Victoire française à Ulm et Austerlitz;event;1805;;row2;;full
Décrêt de Berlin, blocus contre le Royaume-Uni;event;1806;;row3 / span 2;Napoléon Ier commence le blocus continental pour empêcher le Royaume-Uni de commercer avec le reste de l'Europe;bulle trois
Échec de la campagne de Russie;event;1812;;row3 / span 2;;trois
Échec de la campagne d'Allemagne;event;1813;;row3 / span 2;;trois
Échec de la campagne de France;event;1814;;row3 / span 2;Invasion de la France</br>Napoléon Ier s'exile sur l'île d'Elbe;bulle trois
Mobilier Bivouac, Napoléon;event;1815;;row12;;full
Autre invasion de la France;event;1815;;rowhist1;;
Mesures douanières;event;1816;;rowhist1;Pour protéger les industriels de la concurrence;bulle
2ème Révolution française;event;1830;;rowhist1;Fin de la seconde restauration et début de la monarchie de juillet;bulle
"<mark class=""technique"">Daguerréotype</mark>";event;1839;;row12;Balbuciements de la photo;bulle
<strong>Catharine Ester Beecher</strong> <em>On the construction of houses</em>;event;1841;;row12 / span 2;États-Unis;bulle trois
"<mark class=""technique"">Première photo en couleur</mark>";event;1848;;row12;<strong>Edmond Bécquerel</strong></br>Au musée d'Histoire Naturelle de Paris;bulle full
<strong>Thomas Carlyle</strong></br><em>Past and Present</em>;event;1848;;row10;Il réagit aux expositions industrielles, contre le matérialisme et préfère le gothique</br>Il accuse la mécanisation;bulle full
Révolution;event;1848;;rowhist1;;
Abolition de l'esclavage;event;1848;;row2;;full
<strong>John Ruskin</strong></br><em>Les sept lampes de l'architecture</em>;event;1849;;row10 / span 2;Réagit aux expositions industrielles, il est contre le matérialisme et préfère le gothique. Aliénation de l'ouvrier par la machine, et tout ça pour des produits manufacturés laids et de mauvaise qualité.</br>Il théorise le concept de vérité artistique;bulle
<strong>John Ruskin</strong> <em>La nature du gothique</em>;event;1851;;row10;Dans ce chapitre, il critique l'industrie et lui préfère le gothique : la division du travail est en fait division des hommes;bulle full
Début de la guerre de Crimée;event;1853;;row2;Russie contre empire ottoman, empire français, Royaume-Uni, royaume de Sardaigne;bulle full
Traité de Paris, fin de la guerre de Crimée;event;1956;;row2;;full
Campagne d'Italie;event;1859;;row2;Seconde guerre d'indépendance italienne : empire d'Autriche contre empire français et royaume de Sardaigne;bulle full
Début Guerre de Sécession;event;1861;;row2;Guerre civile des États-Unis, des États du nord contre d'autres du sud;bulle full
Débat autour de l'abolition de l'esclavage;event;1861;;rowhist2;;
<em>Le Capital 1</em>;event;1867;;row10;<strong>Karl Marx</strong></br><em>Le Capital 1, Critique de l'économie politique</em></br>Développement de la production capitaliste;bulle
Victoire de l'Allemagne, chute du 2nd empire;event;1870;;rowhist2;Guerre franco-allemande</br>Lors de la capitulation de Sedan, l'Empereur est fait prisonnier</br>La déchéance de Napoléon III est votée par la Chambre;bulle
Commune de Paris;event;1871;;rowhist2;;
Fin de la censure;event;1881;;rowhist2;Loi sur la liberté de la presse;bulle
<em>Le Capital 2</em>;event;1885;;row10;<strong>Karl Marw, Friedrich Engels</strong></br><em>Le Capital 2, Critique de l'économie politique</em>;bulle
"<strong>Étienne-Jules Marey</strong> <mark class=""technique"">chronophotographie</mark>";event;1890;;row12;Pratique pour l'étude des mouvements;bulle full
Les premières photos dans l'art;event;1890;;row10;;full
"<mark class=""expo"">11e exposition universelle</mark></br>Chicago";event;1893;;row3;Rejet de <strong>Sullivan</strong>, triomphe du style historique international.</br>Pour Alexandra Midal, Chicago était le centre de la révolution industrielle des États-Unis, qui avait d'ailleurs commencé avant celle européenne;bulle full
<em>Le Capital 3</em>;event;1894;;row10;<strong>Karl Marx, Friedrich Engels</strong></br><em>Le Capital 3, Critique de l'économie politique</em>;bulle
"<mark class=""technique"">1er film</mark>";event;1895;;row1;<strong>Les frères lumière</strong></br><em>La sortie des usines</em></br>Lyon;bulle
Fin de l'Académie royale de peinture et de sculpture;event;1897;;rowhist2 / span 2;;
Ouverture du Prix de Rome aux femmes;event;1903;;rowhist2;Les artistes femmes peuvent enfin prétendre au Prix de Rome;bulle
<em>Le Capital 4</em>;event;1904;;row10 / span 2;<strong>Karl Marx, Karl Kautsky</strong></br><em>Le Capital 4, Théorie de la plus-value;bulle
Séparation de l'Église et de l'État;event;1905;;rowhist1;;
Fin de la censure théâtrale;event;1906;;rowhist1;;
<strong>Minkowski</strong> <em>Space and time</em>;event;1908;;row19;;
"<strong>Henry Ford</strong> <mark class=""technique"">Modèle T</mark>";event;1908;;row9;"<mark class=""technique"">1ère automobile fabriquée en grande série</mark>";bulle
"<mark class=""technique"">1er film tourné à Hollywood</mark>";event;1910;;row1;;full
"<mark class=""technique"">1er film en couleurs kinemacolor</mark>";event;1911;;row1;;full
Le <strong>facteur cheval</strong> achève son palais idéal;event;1912;;row9;;full
<strong>Frederic W. Taylor</strong> <em>Les principes d'organisation des usines</em>;event;1912;;row3;;full
<strong>Franck B. et Lillian M. Gilbreth</strong> <em>Ce qu'est un musée de la fatigue</em>;event;1916;;row1 / span 2;;
Révolution russe;event;1917;;rowhist1;;
Société des Nations;event;1920;;rowhist1;SDN</br>Désarmement, règlement des conflits par la négociation;bulle
"<mark class=""expo"">Exposition internationale des arts décoratifs et industriels modernes</mark>";event;1925;;row1 / span 2;Paris;bulle
"<mark class=""technique"">1er film parlant</mark>";event;1926;;row1;;
<em>Bois ou métal</em>;event;1929;;row1;<strong>John Gloag, Charlotte Perriand</strong>;bulle
"<mark class=""expo"">Exposition universelle</mark>";event;1929;;row3;;full
Krach boursier New York;event;1929;;rowhist1;Suivi d'une crise économique mondiale;bulle
<strong>Albert Renger-Patzsh</strong>;event;1931;;row3;Photos de paysages, photo industrielle, rend beau l'industriel;bulle
Régime nazi;event;1933;;rowhist1;;
Jeux Olympiques de Berlin;event;1936;;rowhist2;;
Premiers congés payés;event;1936;;rowhist1;;
<strong>Sir Herbert Read</strong></br><em>Art and Society</em>;event;1937;;row8;Histoire de l'art;bulle full
"<mark class=""expo"">Les femmes artistes d'Europe exposent au Jeu de Paume</mark>";event;1937;;row16 / span 2;Paris;bulle trois
"<mark class=""expo"">""Art dégénéré""</mark></br>Munich";event;1937;;row21;700 œuvres décrochées des musées allemands et montrées comme des symptômes d'un art malade, par les nazis;bulle full
"<mark class=""expo"">Exposition universelle</mark></br>Paris";event;1937;;row3;Plus de femmes sont exposées;bulle full
<strong>Asplund</strong> Affranchissement de la couleur;event;1938;;row8;Suédois</br>1er à intégrer, dans une composition monuentale, l'affranchissement de la couleur consommée par les peintres;bulle full
"<mark class=""expo"">Exposition universelle</mark> New York";event;1939;;row3;Fluidité formelle et métaphorique du design</br><em>Futurama</em>, General Motors, <strong>Norman Bel Geddes</strong</br>Pavillon Ford, <strong>Walter Teague</strong></br>Piste de lancement de fusée, <strong>Raymond Loewy</strong></br>chrystler <em>Democracity</em>, <strong>Dreyfuss</strong>;bulle full
<strong>Henri Focillon</strong></br><em>Vie des formes</em>;event;1943;;row9;;full
Droit de vote des femmes en France;event;1944;;rowhist1;;
Début de la guerre froide;event;1947;;rowhist1;;
"<strong>Marcel Bich</strong></br><mark class=""technique"">Stylo bic crystal</mark>";event;1950;;row4;;full
Conférence Internationale de design d'Aspen;event;1951;;row16 / span 2;Colorado</br>Fondée par l'entrepreneur <strong>Walter Paepcke</strong>;bulle trois
<strong>Pevsner</strong> découvre le design à Aspen;event;1953;;row16 / span 2;Dans le Colorado</br>À l'occasion d'un colloque;bulle trois
<em>Manifesto per il disegno industriale</em>;event;1952;;row9;"1er manifeste du design italien, dans domus 296</br>Exposition ""arte e l'estetica industriale"" à la foire Campanionaria de Milan";bulle full
Milan Associazione per il Disegno Industriale;event;1956;;row9 / span 2;;trois
<strong>A. P. Elkin</strong> <em>La technique occidentale et les aborigènes australiens</em>;event;1952;;row5 / span 2;;full
<strong>George Friedmann</strong></br><em>UNESCO Bulletin international des sciences sociales</em>;event;1952;;row19 / span 2;"Les ""conséquences sociales du progrès technique""";bulle full
Traité de Rome;event;1957;;rowhist1;;
<strong>Roland Barthes</strong></br><em>Mythologies</em>;event;1957;;row9;;full
<strong>Gilbert Simondon</strong></br><em>Du mode d'existence des objets techniques</em>;event;1958;;row18 / span 2;;trois
<strong>Pierre Francastel</strong></br><em>Art et technique</em>;event;1958;;row9;;full
<strong>Banham</strong> <em>Théorie et design à l'ère industrielle</em>;event;1960;;row9;;full
"<mark class=""technique"">Période où les voitures s'imposent en ville</mark>";event;1960;;rowhist2;;
<strong>Vance Packard</strong></br><em>L'art du gaspillage</em>;event;1962;;row1;Sociologue américain</br>Alerte sur l'obsolescence programmée;bulle full
Indépendance de l'Algérie;event;1962;;rowhist1;;
<strong>Stewart Brand</strong></br><em>Whole Earth Catalog</em>;event;1968;;row1 / span 2;USA</br>Catalogue de contre-culture;bulle
Mai 1968;event;1968;;rowhist1;;
"<mark class=""technique"">Premiers pas sur la lune</mark>";event;1969;;rowhist1;;
"<strong>Verner Panton</strong> <mark class=""expo"">""Qu'est-ce que le design"" </mark>";event;1969;;row1 / span 2;Expo inaugurale au CCI Centre de Création Industrielle, texte de <strong>Verner Panton</strong>;bulle
<strong>Jean Baudrillard</strong></br><em>La société de consommation</em>;event;1970;;row1 / span 2;;
<strong>Victor Papanek </strong><em>design pour un monde réel</em>;event;1971;;row1 / span 2;;
<strong>Denis et Donella Meadows </strong><em>The limits to growth</em>;event;1972;;rowhist2;Comandité par le club de Rome;bulle
"<strong>Reyner Banham</strong></br><em>""The architecture of the Well-Tempered Environment""</em>";event;1973;;row1 / span 2;;trois
Premier choc pétrolier;event;1973;;rowhist1;;
"<strong>Roland Moreno</strong></br><mark class=""technique"">Carte à puce</mark>";event;1974;;row1;"<mark class=""technique"">bancaire ?</mark>";bulle full
"<strong>Roger Tallon</strong></br><mark class=""technique"">TGV</mark>";event;1974;;row3;;full
Années internationale de la femme (ONU);event;1975;;row2;Les premières expos de femmes depuis la seconde guerre mondiale;bulle full
Second choc pétrolier;event;1976;;rowhist1;;
"<mark class=""technique"">Sony, Walkman</mark>";event;1979;;row1;;
<strong>Bourdieu</strong></br><em>La distinction</em>;event;1979;;row3;;full
"<mark class=""technique"">Premier réseau intranet</mark>";event;1980;;row2;"<mark class=""technique"">Militaire</mark>";bulle full
<strong>Peter Weibel</strong></br><em>Biotechnologie et art</em>;event;1981;;row3;;full
"<mark class=""technique"">IBM PC</mark>";event;1981;;row1;"<mark class=""technique"">Premier ordinateur personnel</mark>";bulle
<strong>Sigfried Giedion</strong></br><em>La mécanisation au pouvoir</em>;event;1983;;row2 / span 2;;trois
Tchernobyl;event;1986;;rowhist1;;
Chute du mur de Berlin;event;1989;;rowhist1;Néolibéralisme;bulle
"<mark class=""technique"">Création du World Wild Web</mark>";event;1989;;row1;;full
"<mark class=""technique"">Nintendo Game Boy</mark>";event;1989;;row3;Première console portable;bulle full
Première guerre du Golf;event;1990;;rowhist1;;
Effondrement de l'URSS;event;1991;;rowhist1;;
Fin de l'appartheid en Afrique du Sud;event;1991;;rowhist2;;
"<mark class=""expo"">Design, miroir du siècle,</mark>";event;1993;;row1;Paris, Grand Palais</br>La plus grande exposition du design en France;bulle full
"<strong>James Dyson</strong><mark class=""technique""> DC02 Aspirateur</mark>";event;1993;;row3;;full
Loi Aubry;event;1998;;rowhist1;Réduction du temps de travail à 35h;bulle
"<mark class=""expo"">Biennale de design Saint-Étienne</mark>";event;1998;;row1;La première;bulle full
Design Thinking;event;1998;;row3;Méthodologie de conception créative;bulle
<strong>Pierre Damien Huyghe</strong>;event;2000;;row2;Le design est autorisé à figurer</br>dans les énoncés des filières universitaires;bulle full
Attentats du 11 septembre;event;2001;;rowhist1;Manhattan, New York;bulle
<strong>Nicolas Bourriaud</strong></br><em>Esthétique relationnelle</em>;event;2001;;row2;;full
Passage à l'euro;event;2002;;rowhist1;Première monnaie unique en Europe;bulle
Seconde guerre du Golf;event;2003;;rowhist1;;
"<mark class=""expo"">D-Day</mark>";event;2005;;row3;Exposition Pompidou sur l'émergence de nouveaux courants de design responsables;bulle
"<mark class=""technique"">Vélo'V JCDecaux</mark>";event;2005;;row1;"<mark class=""technique"">Juste avant le vélib'</mark>";bulle full
Crise des subprimes;event;2008;;rowhist1;Récession économique mondiale;bulle
<strong>John Thackara</strong> <em>In the bubble</em>;event;2008;;row2;<em>In the bubble : de la complexité au design durable</em>;bulle full
Accident nucléaire de Fukushima;event;2011;;rowhist1;;
"<mark class=""technique"">MaKerbot</mark><em> Replicator</em></br><mark class=""technique"">imprimante 3D</mark>";event;2011;;row2 / span 2;"<mark class=""technique"">Troisième imprimante 3D et dernier modèle en Open Source</mark>";bulle trois
Accords de Paris sur le climat;event;2015;;rowhist1;;
Trump;event;2016;;rowhist1;;
metoo;event;2017;;rowhist1;;
Covid Confinement;event;2020;;rowhist1;;
Brexit;event;2020;;rowhist2;;
"<mark class=""technique"">Chat GPT</mark>";event;2022;;row2;;
<strong>Nicolas Nova</strong></br><em>Persistence du Merveilleux</em>;event;2024;;row2 / span 2;;trois
;;;;;;
